S. No.,Crash Date,Crash Day,Location,State,LatLong,latitude,longitude,Road Type,Crash Type,Killed,Injured,Vehicle 1,Vehicle/Object 2,Million Plus City
2385,2023-07-09,Sunday,Mitta Kandriga,Andhra Pradesh,"13.734950497020717, 79.67697149541807",13.734950497020717,79.67697149541807,SH,Head On Collision ,6,1,Car,Truck,Nil
2386,2023-07-08,Saturday,Mekalamandi,Telangana,"17.42476346699409, 78.49797381056858",17.42476346699409,78.49797381056858,OR,Hit and Run,4,5,Auto Rickshaw,Unidentified,Hyderabad
2387,2023-07-08,Saturday,Upnagar,Maharashtra,"19.973043167909026, 73.82362838461601",19.973043167909026,73.82362838461601,OR,Run Off Road,1,0,Two Wheeler,Nil,Nashik
2388,2023-07-09,Sunday,Biswanath,Assam,"26.74164118005605, 93.1467641558036",26.74164118005605,93.1467641558036,NH,Run Off Road,2,5,Van,Nil,Nil
2389,2023-07-09,Sunday,Acharapakkam,Tamil Nadu,"12.407247943566375, 79.81709199488411",12.407247943566375,79.81709199488411,NH,With Parked Vehicle,1,3,Car,Bus,Nil
2390,2023-07-09,Sunday,Toll Plaza,Uttar Pradesh,"25.99955275782086, 81.28591050867932",25.99955275782086,81.28591050867932,NH,Others,1,1,Two Wheeler,Truck,Nil
2391,2023-07-11,Tuesday,Dumka-Bhagalpur,Bihar,"25.19297645597938, 86.97401135244662",25.19297645597938,86.97401135244662,SH,Fixed Object Collision,1,4,SUV,Tree,Nil
2392,2023-07-10,Monday,Sukhpal Nagar,Uttar Pradesh,"25.89174102539582, 81.92383711897088",25.89174102539582,81.92383711897088,NH,Hit From Side,12,5,Auto Rickshaw,Truck,Nil
2393,2023-07-09,Sunday,Khat Road,Maharashtra,"21.263189948572233, 79.52188089092472",21.263189948572233,79.52188089092472,NH,Hit From Back,3,2,Car,Truck,Nil
2394,2023-07-11,Tuesday,Darsi,Andhra Pradesh,"15.783792605320818, 79.66491190891459",15.783792605320818,79.66491190891459,SH,Vehicle Overturn,7,30,Bus,Canal,Nil
2395,2023-07-09,Sunday,Trimbakeshwar,Maharashtra,"19.947370143704905, 73.55585011159788",19.947370143704905,73.55585011159788,OR,Head On Collision ,1,3,Two Wheeler,Car,Nil
2396,2023-07-10,Monday,Trimbak Road,Maharashtra,"19.985317567693183, 73.72262380716656",19.985317567693183,73.72262380716656,NH,Fixed Object Collision,1,0,Two Wheeler,Divider,Nashik
2397,2023-07-12,Wednesday,Ganapati Point,Maharashtra,"20.403534343279297, 73.90582566484197",20.403534343279297,73.90582566484197,OR,Vehicle Overturn,1,19,Bus,Gorge,Nil
2398,2023-07-09,Sunday,Mohitewadi,Maharashtra,"18.736472048253287, 73.97798534500052",18.736472048253287,73.97798534500052,OR,Hit From Back,2,0,Car,Truck,Nil
2399,2023-07-10,Monday,Mudalipalayam,Tamil Nadu,"11.100777868386286, 77.44040610848927",11.100777868386286,77.44040610848927,OR,Hit and Run,1,0,Pedestrian,Bus,Nil
2400,2023-07-10,Monday,Goregaon  ,Maharashtra,"21.350086233002326, 80.20560682475954",21.350086233002326,80.20560682475954,NH,Hit and Run,1,0,Pedestrian,Dumper,Nil
2401,2023-07-12,Wednesday,Shankaracharya Chowk,Uttarakhand,"29.874338893273137, 77.89469899198622",29.874338893273137,77.89469899198622,NH,Hit From Back,4,0,Two Wheeler,Truck,Nil
2402,2023-07-12,Wednesday,Kolar Road,Madhya Pradesh,"23.142733816965062, 77.40931545908172",23.142733816965062,77.40931545908172,OR,Vehicle Overturn,1,0,Two Wheeler,Nil,Nil
2403,2023-07-12,Wednesday,Jirota ,Rajasthan,"26.887403902511494, 76.28697453886156",26.887403902511494,76.28697453886156,OR,Hit and Run,3,1,Van,Unidentified,Nil
2404,2023-07-12,Wednesday,Pachewar,Rajasthan,"26.470496021036734, 75.3152059824131",26.470496021036734,75.3152059824131,OR,Run Off Road,1,1,Two Wheeler,Nil,Nil
2405,2023-07-13,Thursday,Alipur,Delhi,"28.79725979298647, 77.14358384309915",28.79725979298647,77.14358384309915,NH,Head On Collision ,5,14,Truck,Truck,Delhi
2406,2023-07-13,Thursday,Masuri,Uttar Pradesh,"28.690012605773603, 77.55622386360136",28.690012605773603,77.55622386360136,NH,Hit and Run,1,1,Two Wheeler,Unidentified,Nil
2407,2023-07-13,Thursday,Hudco Crossing,West Bengal,"22.591289076885882, 88.39318997964698",22.591289076885882,88.39318997964698,OR,Hit From Side,1,0,Bicycle,Bus,Kolkata
2408,2023-07-15,Saturday,Godbunder Road,Maharashtra,"19.28010868465133, 72.93020257928019",19.28010868465133,72.93020257928019,NH,Others,1,0,Truck,Truck,Mumbai
2409,2023-07-14,Friday,Railway Station,Haryana,"30.72651741917425, 76.88807148744922",30.72651741917425,76.88807148744922,NH,Hit and Run,1,0,Pedestrian,Two Wheeler,Nil
2410,2023-07-15,Saturday,Ridge Road,Madhya Pradesh,"23.15531027746484, 79.9676356810251",23.15531027746484,79.9676356810251,OR,Hit and Run,1,1,Two Wheeler,Unidentified,Jabalpur
2411,2023-07-15,Saturday,Komalla Toll Plaza,Telangana,"17.77723778893274, 79.28347228780784",17.77723778893274,79.28347228780784,NH,Hit From Back,2,0,Car,Truck,Nil
2412,2023-07-15,Saturday,Ravindra Bavan,Goa,"15.285699213335, 73.96285214635485",15.285699213335,73.96285214635485,NH,Head On Collision ,1,1,Two Wheeler,Two Wheeler,Nil
2413,2023-07-15,Saturday,Sokhda ,Gujarat,"22.42746233797591, 73.16454651486424",22.42746233797591,73.16454651486424,OR,With Parked Vehicle,1,0,Truck,Truck,Nil
2414,2023-07-15,Saturday,Khijadiya,Gujarat,"22.394064031875715, 70.89276821681919",22.394064031875715,70.89276821681919,OR,Others,1,2,Two Wheeler,Truck,Nil
2415,2023-07-15,Saturday,Pawa ,Punjab,"30.850077716745062, 75.94999913525656",30.850077716745062,75.94999913525656,SH,Others,1,0,Two Wheeler,Car,Ludhiana
2416,2023-07-15,Saturday,Kakka ,Punjab,"30.93849798781761, 75.91757655937334",30.93849798781761,75.91757655937334,OR,Hit and Run,1,0,Pedestrian,Unidentified,Ludhiana
2417,2023-07-15,Saturday,Vishwakarma Ind. Area,Rajasthan,"26.9919191260405, 75.77960747387853",26.9919191260405,75.77960747387853,OR,Hit and Run,1,0,Pedestrian,Bus,Jaipur
2418,2023-07-15,Saturday,Ghatagarh,Uttarakhand,"29.333073306861817, 79.38349265403892",29.333073306861817,79.38349265403892,SH,Vehicle Overturn,2,5,Car,Gorge,Nil
2419,2023-07-17,Monday,Shamirpet,Telangana,"17.580734513527336, 78.57458477358307",17.580734513527336,78.57458477358307,SH,Others,3,2,Car,Truck,Nil
2420,2023-07-18,Tuesday,Kalyan ,Maharashtra,"19.283361250550453, 73.07296920761755",19.283361250550453,73.07296920761755,SH,Others,6,5,SUV,Truck,Nil
2421,2023-07-18,Tuesday,Baikampadi,Karnataka,"12.943582147536443, 74.81411353584795",12.943582147536443,74.81411353584795,NH,Hit From Back,1,0,Two Wheeler,Pick Up,Nil
2422,2023-07-18,Tuesday,Padgha,Maharashtra,"19.365221775630904, 73.17595276220383",19.365221775630904,73.17595276220383,NH,Head On Collision ,6,5,SUV,Truck,Nil
2423,2023-07-17,Monday,Bheru Ghat,Madhya Pradesh,"22.504709484339912, 75.92007233696539",22.504709484339912,75.92007233696539,SH,Others,1,11,Car,Tractor,Nil
2424,2023-07-18,Tuesday,Raj Bhavan,Madhya Pradesh,"23.239611175489642, 77.40402029119473",23.239611175489642,77.40402029119473,OR,Hit From Back,1,0,Two Wheeler,Bus,Bhopal
2425,2023-07-19,Wednesday,Godari,Uttar Pradesh,"26.88885314485958, 81.3825327607542",26.88885314485958,81.3825327607542,OR,Hit From Back,4,5,Auto Rickshaw,Bus,Nil
2426,2023-07-19,Wednesday,Adyar,Tamil Nadu,"13.00427463483464, 80.25694628486691",13.00427463483464,80.25694628486691,OR,Head On Collision ,1,0,Two Wheeler,Two Wheeler,Chennai
2427,2023-07-19,Wednesday,Akbarpur,Rajasthan,"27.44783933216395, 76.53375801558228",27.44783933216395,76.53375801558228,NH,Fixed Object Collision,2,3,Car,Wall,Nil
2428,2023-07-19,Wednesday,ISKCON highway,Gujarat,"23.02732350414269, 72.50753759363785",23.02732350414269,72.50753759363785,NH,Hit and Run,9,13,Pedestrian,SUV,Ahmedabad
2429,2023-07-18,Tuesday,Khadki,Maharashtra,"18.56838897623175, 73.8568299223247",18.56838897623175,73.8568299223247,OR,Hit From Back,1,0,Two Wheeler,Bus,Pune
2430,2023-07-18,Tuesday,Baikampadi,Karnataka,"12.943513792330437, 74.81393688632957",12.943513792330437,74.81393688632957,NH,Hit From Back,1,0,Car,Truck,Nil
2431,2023-07-20,Thursday,Madarahalli,Karnataka,"12.387696410154323, 76.82633417480717",12.387696410154323,76.82633417480717,OR,Head On Collision ,2,0,Two Wheeler,Tractor,Nil
2432,2023-07-21,Friday,Sirhind Canal,Punjab,"30.692619387351282, 76.3794959074616",30.692619387351282,76.3794959074616,OR,Head On Collision ,1,0,Car,Tractor,Nil
2433,2023-07-22,Saturday,Ambilikai,Tamil Nadu,"10.545448277689148, 77.72481674274873",10.545448277689148,77.72481674274873,NH,Head On Collision ,1,12,Van,Bus,Nil
2434,2023-07-23,Sunday,Roorkee,Uttarakhand,"29.850175100254447, 77.88694358522265",29.850175100254447,77.88694358522265,SH,Head On Collision ,3,0,Two Wheeler,Truck,Nil
2435,2023-07-23,Sunday,Paderu,Andhra Pradesh,"18.080453178547184, 82.6669331188854",18.080453178547184,82.6669331188854,SH,Head On Collision ,1,2,Auto Rickshaw,Bus,Nil
2436,2023-07-23,Sunday,Dausa,Rajasthan,"26.9068433148575, 76.35992210416484",26.9068433148575,76.35992210416484,NH,Vehicle Overturn,2,4,Car,Nil,Nil
2437,2023-07-25,Tuesday,B N Neddy Nagar,Telangana,"17.308214301282167, 78.55531807967219",17.308214301282167,78.55531807967219,OR,Fixed Object Collision,1,0,Ambulance,Divider,Hyderabad
2438,2023-07-24,Monday,Ram Sanehi Ghat,Uttar Pradesh,"26.80096147321038, 81.54183631106062",26.80096147321038,81.54183631106062,OR,Head On Collision ,3,14,Bus,Truck,Nil
2439,2023-07-25,Tuesday,Mandothi,Haryana,"28.706120167438847, 76.81654628448722",28.706120167438847,76.81654628448722,OR,Hit From Back,4,1,Car,Truck,Nil
2440,2023-07-24,Monday,SIkenderpur Crossing,Uttar Pradesh,"29.343287859140112, 78.48123104009663",29.343287859140112,78.48123104009663,OR,Hit and Run,4,2,Auto Rickshaw,Unidentified,Nil
2441,2023-07-24,Monday,Awadh Hospital,Maharashtra,"21.18941356729714, 79.07890706183645",21.18941356729714,79.07890706183645,NH,Hit and Run,1,0,Pedestrian,Two Wheeler,Nagpur
2442,2023-07-26,Wednesday,Nirmala College,Kerala,"9.975463714604954, 76.59383233149221",9.975463714604954,76.59383233149221,SH,Head On Collision ,1,1,Two Wheeler,Two Wheeler,Nil
2443,2023-07-25,Tuesday,Pandya Bridge,Gujarat,"22.3220783810779, 73.17605703784807",22.3220783810779,73.17605703784807,SH,Fixed Object Collision,1,1,Car,Wall,Vadodara
2444,2023-07-27,Thursday,Ayali Chowk,Punjab,"30.879510975642283, 75.76906901058389",30.879510975642283,75.76906901058389,NH,Hit From Back,1,0,Two Wheeler,Bus,Ludhiana
2445,2023-07-27,Thursday,Gaimukh Chaupatty,Maharashtra,"19.28685281469373, 72.93836246853392",19.28685281469373,72.93836246853392,NH,Hit From Back,1,0,Two Wheeler,Truck,Nil
2446,2023-07-28,Friday,Tusraur,Uttar Pradesh,"26.454334644356713, 80.80938522178144",26.454334644356713,80.80938522178144,OR,Hit and Run,4,0,Ambulance,Unidentified,Nil
2447,2023-07-29,Saturday,Malkapur,Maharashtra,"20.889867680066132, 76.20250172504635",20.889867680066132,76.20250172504635,NH,Head On Collision ,6,49,Bus,Bus,Nil
2448,2023-07-27,Thursday,Hoskote,Karnataka,"13.076727502263422, 77.79484940283191",13.076727502263422,77.79484940283191,NH,Others,3,0,Two Wheeler,Truck,Bengaluru
2449,2023-07-28,Friday,Hunasamaranahalli,Karnataka,"13.14384493836147, 77.624372307212",13.14384493836147,77.624372307212,OR,Head On Collision ,1,3,Car,Car,Nil
2450,2023-07-29,Saturday,Pusane Dam,Maharashtra,"18.638250855784687, 73.60872106242495",18.638250855784687,73.60872106242495,OR,Vehicle Overturn,3,1,Car,Gorge,Nil
2451,2023-07-28,Friday,Purai,Chhattisgarh,"21.116480283557845, 81.34592244812241",21.116480283557845,81.34592244812241,OR,Hit and Run,1,0,Pedestrian,SUV,Nil
2452,2023-07-29,Saturday,Dange Chowk,Maharashtra,"18.615371342259124, 73.76534619735487",18.615371342259124,73.76534619735487,OR,Head On Collision ,1,0,Two Wheeler,Bus,Pune
2453,2023-07-29,Saturday,Talegaon Chowk,Maharashtra,"18.75535044546152, 73.85912705337374",18.75535044546152,73.85912705337374,NH,Head On Collision ,1,0,Two Wheeler,Truck,Nil
2454,2023-07-30,Sunday,Madipur Metro Station,Delhi,"28.67623196909067, 77.11976228444232",28.67623196909067,77.11976228444232,NH,Hit From Back,1,0,Car,Truck,Delhi
2455,2023-07-29,Saturday,Arkavathi Bridge,Karnataka,"13.063983630489103, 77.45675696322222",13.063983630489103,77.45675696322222,NH,Fixed Object Collision,1,0,Car,Tree,Bengaluru
2456,2023-07-31,Monday,Laxmanpur Block,Uttar Pradesh,"25.895738234585583, 81.75954416310648",25.895738234585583,81.75954416310648,OR,Head On Collision ,1,7,Van,Truck,Nil
2457,2023-07-30,Sunday,CS Crossing,West Bengal,"22.580738360636225, 88.36269469750609",22.580738360636225,88.36269469750609,OR,Hit From Back,2,0,Two Wheeler,Van,Kolkata
2458,2023-07-30,Sunday,ECIL Croassroads,Telangana,"17.473417558726116, 78.57074115954661",17.473417558726116,78.57074115954661,OR,Fixed Object Collision,2,0,Two Wheeler,Divider,Hyderabad
2459,2023-07-30,Sunday,Malshej Ghat,Maharashtra,"19.340618340547415, 73.77462947984067",19.340618340547415,73.77462947984067,NH,Run Off Road,1,3,Car,Nil,Nil
2460,2023-07-30,Sunday,Kardhani,Rajasthan,"26.94906715698638, 75.71400779494428",26.94906715698638,75.71400779494428,SH,Hit From Back,1,1,Car,Car,Jaipur
2461,2023-07-30,Sunday,Bollaram,Telangana,"17.557436347284387, 78.34436305025429",17.557436347284387,78.34436305025429,OR,Hit and Run,2,1,Pedestrian,Two Wheeler,Hyderabad
2462,2023-07-31,Monday,Laxmanpur Block,Uttar Pradesh,"25.888779480200142, 81.75698289173482",25.888779480200142,81.75698289173482,OR,Others,1,8,Van,Truck,Nil
2463,2023-07-30,Sunday,Manegaon,Madhya Pradesh,"23.213958143663376, 80.0090985218308",23.213958143663376,80.0090985218308,OR,Hit and Run,3,3,Car,Unidentified,Nil
2464,2023-07-31,Monday,Tirumangalam,Tamil Nadu,"9.8218491685762, 77.98850757330882",9.8218491685762,77.98850757330882,OR,Head On Collision ,4,0,Car,Truck,Nil
2465,2023-07-31,Monday,Usillampatti,Tamil Nadu,"9.971974262218028, 77.79014828374513",9.971974262218028,77.79014828374513,SH,Fixed Object Collision,2,3,Two Wheeler,Divider,Nil
2466,2023-07-31,Monday,Chatiram Bus Stand,Tamil Nadu,"10.832967682603115, 78.69238286688336",10.832967682603115,78.69238286688336,NH,With Parked Vehicle,1,1,Two Wheeler,Bus,Trichy
2467,2023-07-31,Monday,Ekana Stadium,Uttar Pradesh,"26.810282472380035, 81.0143476850999",26.810282472380035,81.0143476850999,OR,Hit and Run,2,0,Two Wheeler,Unidentified,Lucknow
2468,2023-08-01,Tuesday,Nashik Road,Maharashtra,"19.968881320179385, 73.81875954132272",19.968881320179385,73.81875954132272,OR,Hit From Back,1,0,Two Wheeler,Truck,Nashik
2469,2023-08-02,Wednesday,Exit Ramp,West Bengal,"22.555050138826292, 88.33043791686306",22.555050138826292,88.33043791686306,NH,Hit and Run,1,1,Two Wheeler,Unidentified,Kolkata
2470,2023-08-01,Tuesday,Mangolia Bakery,Karnataka,"12.970198962349617, 77.64061027722435",12.970198962349617,77.64061027722435,OR,Fixed Object Collision,1,0,Two Wheeler,Divider,Bengaluru
2471,2023-08-03,Thursday,Khopoli,Maharashtra,"18.792626273646214, 73.33704445145202",18.792626273646214,73.33704445145202,NH,Head On Collision ,1,2,Truck,Truck,Nil
2472,2023-08-02,Wednesday,Machani,Rajasthan,"26.508614399435555, 77.09166883298951",26.508614399435555,77.09166883298951,OR,Head On Collision ,3,1,Car,Truck,Nil
2473,2023-08-02,Wednesday,Seohara,Uttar Pradesh,"29.20948828934745, 78.58331005758735",29.20948828934745,78.58331005758735,SH,Vehicle Overturn,1,12,Bus,Canal,Nil
2474,2023-08-01,Tuesday,Maharaja Chowk,Chhattisgarh,"21.25610361054896, 81.64819017571949",21.25610361054896,81.64819017571949,OR,Head On Collision ,1,0,Two Wheeler,Truck,Raipur
2475,2023-08-02,Wednesday,Barod,Madhya Pradesh,"23.790393330397887, 75.81140626522262",23.790393330397887,75.81140626522262,OR,Head On Collision ,1,3,Two Wheeler,Two Wheeler,Nil
2476,2023-08-03,Thursday,Gajuwaka Police Station,Andhra Pradesh,"17.683561808411792, 83.19321085391269",17.683561808411792,83.19321085391269,SH,Hit From Back,1,1,Two Wheeler,Lorry,Vizag
2477,2023-08-04,Friday,Sadabad,Uttar Pradesh,"27.440396502183667, 78.03091351380608",27.440396502183667,78.03091351380608,NH,Others,6,8,Tractor,Truck,Nil
2478,2023-08-03,Thursday,Vasant Complex Signal,Maharashtra,"19.215218055594757, 72.83818309180204",19.215218055594757,72.83818309180204,OR,Hit From Side,1,0,Two Wheeler,Truck,Mumbai
2479,2023-08-05,Saturday,Shravasti,Uttar Pradesh,"27.505391980187067, 82.03554597788651",27.505391980187067,82.03554597788651,NH,Fixed Object Collision,5,1,SUV,Tree,Nil
2480,2023-08-05,Saturday,Giridih,Jharkhand,"24.072263680465763, 85.82191827927254",24.072263680465763,85.82191827927254,OR,Vehicle Overturn,4,0,Bus,River,Nil
2481,2023-08-06,Sunday,Nagjhiri,Madhya Pradesh,"23.351381514008605, 75.51082712167447",23.351381514008605,75.51082712167447,SH,Head On Collision ,1,1,Pedestrian,Truck,Nil
2482,2023-08-06,Sunday,Surjagarh Mining Site,Maharashtra,"19.586014984376884, 80.34991964414537",19.586014984376884,80.34991964414537,OR,Hit From Side,3,2,SUV,Truck,Nil
2483,2023-08-06,Sunday,Banastarim Bridge,Goa,"15.49083550304323, 73.9557638984226",15.49083550304323,73.9557638984226,NH,Others,3,6,Two Wheeler,SUV,Nil
2484,2023-08-06,Sunday,Alinagar,Uttar Pradesh,"25.27303559096283, 83.14283064984436",25.27303559096283,83.14283064984436,OR,Hit From Back,3,0,Two Wheeler,Truck,Nil
2485,2023-08-06,Sunday,Bhanwar Kuan,Madhya Pradesh,"22.757812271455755, 75.8829960854251",22.757812271455755,75.8829960854251,OR,Head On Collision ,1,0,Bicycle,SUV,Indore
2486,2023-08-07,Monday,RR Venkatapuram,Andhra Pradesh,"17.76086255268747, 83.20604934039702",17.76086255268747,83.20604934039702,OR,Hit and Run,1,0,Two Wheeler,Unidentified,Vizag
2487,2023-08-07,Monday,Rushikonda,Andhra Pradesh,"17.782622800746065, 83.38476088147338",17.782622800746065,83.38476088147338,OR,Others,3,2,Two Wheeler,Car,Vizag
2488,2023-08-07,Monday,Bareilly-Badaun Road,Uttar Pradesh,"28.19040134234527, 79.28255945008567",28.19040134234527,79.28255945008567,NH,Hit and Run,3,0,Two Wheeler,Unidentified,Nil
2489,2023-08-07,Monday,Hargaon,Uttar Pradesh,"27.772346668282772, 80.72960972130268",27.772346668282772,80.72960972130268,SH,Hit and Run,1,0,Pedestrian,Bus,Nil
2490,2023-08-06,Sunday,M G Road,West Bengal,"22.578594099827008, 88.36075632572151",22.578594099827008,88.36075632572151,OR,Hit From Side,1,1,Two Wheeler,Truck,Kolkata
2491,2023-08-07,Monday,Arilova Police Station,Andhra Pradesh,"17.769051426569803, 83.31192248189018",17.769051426569803,83.31192248189018,OR,Head On Collision ,3,2,Two Wheeler,Car,Vizag
2492,2023-08-07,Monday,East Khasi Hills,Meghalaya,"25.300237533937473, 91.721516168988",25.300237533937473,91.721516168988,SH,Vehicle Overturn,3,2,Truck,Gorge,Nil
2493,2023-08-07,Monday,Dengarbond,Assam,"24.489269130175998, 92.32088668537024",24.489269130175998,92.32088668537024,NH,With Parked Vehicle,3,4,Auto Rickshaw,Truck,Nil
2494,2023-08-08,Tuesday,Danpur,Uttar Pradesh,"28.195515241977162, 78.2066165868646",28.195515241977162,78.2066165868646,NH,Hit and Run,4,1,Van,Unidentified,Nil
2495,2023-08-08,Tuesday,Chhaila,Himachal Pradesh,"30.833192087436238, 77.55849844660118",30.833192087436238,77.55849844660118,OR,Others,2,0,Car,Truck,Nil
2496,2023-08-08,Tuesday,Mashobra,Himachal Pradesh,"31.11378662074655, 77.24902954991805",31.11378662074655,77.24902954991805,NH,Head On Collision ,2,0,Pick Up,Truck,Nil
2497,2023-08-09,Wednesday,Aikala,Karnataka,"13.074535702868497, 74.86041520538336",13.074535702868497,74.86041520538336,SH,Others,1,4,Car,Truck,Nil
2498,2023-08-09,Wednesday,Gollaradoddi,Karnataka,"12.858929474582107, 77.29557672731572",12.858929474582107,77.29557672731572,SH,Hit and Run,2,7,Pedestrian,Pick Up,Nil
2499,2023-08-09,Wednesday,Chakan Petrol Depot,Maharashtra,"18.760809982696408, 73.8595543897488",18.760809982696408,73.8595543897488,NH,Others,1,0,Two Wheeler,Truck,Nil
2500,2023-08-08,Tuesday,Shikrapur Road,Maharashtra,"18.752416135806623, 73.86340955037326",18.752416135806623,73.86340955037326,NH,Hit From Back,1,1,Two Wheeler,Truck,Nil
2501,2023-08-10,Thursday,NH1-Samrala Road,Punjab,"30.834867727188282, 76.19018025869389",30.834867727188282,76.19018025869389,SH,Head On Collision ,1,0,Two Wheeler,Car,Nil
2502,2023-08-09,Wednesday,GT Road ,Punjab,"30.903301297560976, 75.88262065529933",30.903301297560976,75.88262065529933,NH,Hit and Run,1,0,Pedestrian,Car,Ludhiana
2503,2023-08-11,Friday,Bagodara,Gujarat,"22.77515671099874, 72.20665705983748",22.77515671099874,72.20665705983748,OR,With Parked Vehicle,10,13,Truck,Truck,Nil
2504,2023-08-10,Thursday,Katraj-Kondwa Road,Maharashtra,"18.44979819014267, 73.87480734165986",18.44979819014267,73.87480734165986,NH,Others,1,5,Two Wheeler,Truck,Pune
2505,2023-08-09,Wednesday,Weigh Bridge,Maharashtra,"18.56975887441897, 73.95195534701449",18.56975887441897,73.95195534701449,SH,Hit From Back,1,0,Two Wheeler,Truck,Pune
2506,2023-08-09,Wednesday,Dabhaura,Madhya Pradesh,"25.116445023438935, 81.30513615171141",25.116445023438935,81.30513615171141,OR,Head On Collision ,1,1,Two Wheeler,Two Wheeler,Nil
2507,2023-08-10,Thursday,Rampur Baghelan,Madhya Pradesh,"24.51108255238158, 81.0590308442248",24.51108255238158,81.0590308442248,SH,Run Off Road,1,2,Car,Nil,Nil
